Stage_Name,Full_Name,Korean_Name,Group,Country,File_Name
Jeonggyu,Lim Jeonggyu,임정규,7 O'clock,South Korea,male_idols/Jeonggyu_LimJeonggyu.png
Taeyoung,Kim Taeyoung,김태영,7 O'clock,South Korea,male_idols/Taeyoung_KimTaeyoung.webp
Rui,Jang Rui,장루이,7 O'clock,South Korea,male_idols/Rui_JangRui.png
Geonu,Lee Geonwoo,이건우,JUST B,South Korea,male_idols/Geonu_LeeGeonwoo.webp
Bain,Song Byeonghee,송병희,JUST B,South Korea,male_idols/Bain_SongByeonghee.jpeg
Lim Jimin,Lim Jimin,임지민,JUST B,South Korea,male_idols/LimJimin_LimJimin.jpeg
JM,Chu Jimin,추지민,JUST B,South Korea,male_idols/JM_ChuJimin.webp
Sangwoo,Kim Sangwoo,김상우,JUST B,South Korea,male_idols/Sangwoo_KimSangwoo.jpeg
Steven,Kim Steven,킴 스티븐,Luminous,South Korea,male_idols/Steven_KimSteven.png
Suil,Ma Suil,마수일,Luminous,South Korea,male_idols/Suil_MaSuil.png
Youngbin,Jeong Youngbin,정영빈,Luminous,South Korea,male_idols/Youngbin_JeongYoungbin.png
Woobin,Jeong Woobin,정우빈,Luminous,South Korea,male_idols/Woobin_JeongWoobin.png
Wish,Kwak Dawit,곽다윗,EPEX,South Korea,male_idols/Wish_KwakDawit.jpeg
Keum,Keum Donghyun,금동현,EPEX,South Korea,male_idols/Keum_KeumDonghyun.jpeg
Mu,Suh Kyungmin,서경민,EPEX,South Korea,male_idols/Mu_SuhKyungmin.jpeg
A-min,Cho Minwoo,조민우,EPEX,South Korea,male_idols/A-min_ChoMinwoo.jpeg
Baek Seung,Kim Hyunwoo,김현우,EPEX,South Korea,male_idols/BaekSeung_KimHyunwoo.jpeg
Ayden,Kwon Yejun,권예준,EPEX,South Korea,male_idols/Ayden_KwonYejun.jpeg
Yewang,Seo Yewang,서예왕,EPEX,South Korea,male_idols/Yewang_SeoYewang.jpeg
Jeff,Lee Jaeho,이재호,EPEX,South Korea,male_idols/Jeff_LeeJaeho.jpeg
Hanbin,Ngo Ngoc Hung,응오 응옥 흥,TEMPEST,Vietnam,male_idols/Hanbin_NgoNgocHung.jpeg
Hyungseop,Ahn Hyungseop,안형섭,TEMPEST,South Korea,male_idols/Hyungseop_AhnHyungseop.jpeg
Hyuk,Koo Bonhyuk,구본혁,TEMPEST,South Korea,male_idols/Hyuk_KooBonhyuk.jpeg
Lew,Lee Euiwoong,이의웅,TEMPEST,South Korea,male_idols/Lew_LeeEuiwoong.jpeg
Hwarang,Son Jaewon,송재원,TEMPEST,South Korea,male_idols/Hwarang_SonJaewon.jpeg
Eunchan,Choi Byeongseop,최병섭,TEMPEST,South Korea,male_idols/Eunchan_ChoiByeongseop.jpeg
Taerae,Kim Taerae,김태래,TEMPEST,South Korea,male_idols/Taerae_KimTaerae.jpeg
DK,Kim Dokyun,김도균,BLANK2Y,South Korea,male_idols/DK_KimDokyun.jpeg
Siwoo,Park Siwoo,박시우,BLANK2Y,South Korea,male_idols/Siwoo_ParkSiwoo.webp
Mikey,Morisaki Daisuke,모리사키 다이스케,BLANK2Y,Japan,male_idols/Mikey_MorisakiDaisuke.webp
U,Sun Hengyu,쑨헝위,BLANK2Y,China,male_idols/U_SunHengyu.png
Youngbin,Lee Youngbin,이영빈,BLANK2Y,South Korea,male_idols/Youngbin_LeeYoungbin.png
Sungjun,Lee Sungjun,이성준,BLANK2Y,South Korea,male_idols/Sungjun_LeeSungjun.jpeg
Sodam,Park Sodam,박소담,BLANK2Y,South Korea,male_idols/Sodam_ParkSodam.webp
Eden,Jae Won,재원,NINE.i,South Korea,male_idols/Eden_JaeWon.jpeg
Winnie,Pattipong Kasemsant,파티퐁 카셈산트,NINE.i,Thailand,male_idols/Winnie_PattipongKasemsant.png
Jewon,Woo Jewon,우제원,NINE.i,South Korea,male_idols/Jewon_WooJewon.jpeg
Minjun,Kim Minjun,김민준,NINE.i,South Korea,male_idols/Minjun_KimMinjun.jpeg
Vahn,Kim Jungwoo,김정우,NINE.i,South Korea,male_idols/Vahn_KimJungwoo.png
Vari,Jae Hyun,재현,NINE.i,South Korea,male_idols/Vari_JaeHyun.jpeg
Seowon,Seo Won,서원,NINE.i,South Korea,male_idols/Seowon_SeoWon.png
Taehun,Lee Taehoon,이태훈,NINE.i,South Korea,male_idols/Taehun_LeeTaehoon.jpeg
Joohyoung,Kim Joohyoung,김주형,NINE.i,South Korea,male_idols/Joohyoung_KimJoohyoung.jpeg
Jiho,Jang Jiho,장지호,NINE.i,South Korea,male_idols/Jiho_JangJiho.png
Eunho,Myung Eunho,명은호,YOUNITE,South Korea,male_idols/Eunho_MyungEunho.jpeg
Steve,Lim Dohyun,임도현,YOUNITE,South Korea,male_idols/Steve_LimDohyun.jpeg
Hyunseung,Kim Hyunseung,김현승,YOUNITE,South Korea,male_idols/Hyunseung_KimHyunseung.webp
Hyungseok,Song Hyungseok,송형석,YOUNITE,South Korea,male_idols/Hyungseok_SongHyungseok.jpeg
Woono,Song Wonho,홍원호,YOUNITE,South Korea,male_idols/Woono_SongWonho.jpeg
Dey,Kim Sehyun,김세현,YOUNITE,South Korea,male_idols/Dey_KimSehyun.jpeg
Kyungmun,Lim Kyungmun,임경문,YOUNITE,South Korea,male_idols/Kyungmun_LimKyungmun.jpeg
Sion,Kim Sion,김시온,YOUNITE,South Korea,male_idols/Sion_KimSion.jpeg
Havit,Lee Havit,이하빛,TRENDZ,South Korea,male_idols/Havit_LeeHavit.webp
Leon,Kim Donghyun,김동현,TRENDZ,South Korea,male_idols/Leon_KimDonghyun.png
Yoonwoo,Lee Choonghyun,이충현,TRENDZ,South Korea,male_idols/Yoonwoo_LeeChoonghyun.jpeg
Hankook,Cho Hankook,조한국,TRENDZ,South Korea,male_idols/Hankook_ChoHankook.webp
ra.L,Yi Taehyun,이태현,TRENDZ,South Korea,male_idols/ra.L_YiTaehyun.webp
Eunil,Kim Eunil,김은일,TRENDZ,South Korea,male_idols/Eunil_KimEunil.webp
Yechan,Jeong Yechan,정예찬,TRENDZ,South Korea,male_idols/Yechan_JeongYechan.webp
Myungho,Ji Myungho,지명호,8TURN,South Korea,male_idols/Myungho_JiMyungho.jpeg
Jaeyun,Moon Jaeyun,문재윤,8TURN,New Zealand,male_idols/Jaeyun_MoonJaeyun.jpeg
Minho,Yang Minho,양민호,8TURN,South Korea,male_idols/Minho_YangMinho.jpeg
Yoonsung,Cho Yoonsung,조윤성,8TURN,South Korea,male_idols/Yoonsung_ChoYoonsung.jpeg
Haemin,Jung Haemin,정해민,8TURN,South Korea,male_idols/Haemin_JungHaemin.jpeg
Kyungmin,Jo Kyungmin,조경민,8TURN,South Korea,male_idols/Kyungmin_JoKyungmin.png
Yungyu,Lee Yungyu,이윤규,8TURN,South Korea,male_idols/Yungyu_LeeYungyu.webp
Seungheon,Lee Seungheon,이승헌,8TURN,South Korea,male_idols/Seungheon_LeeSeungheon.png
WinL,Yang Seungho,양승호,ABLUE,South Korea,male_idols/WinL_YangSeungho.jpeg
Wonjun,Jeong Wonjun,정원준,ABLUE,South Korea,male_idols/Wonjun_JeongWonjun.png
Seongsoo,Park Seongsoo,박성수,ABLUE,South Korea,male_idols/Seongsoo_ParkSeongsoo.png
You,Kim Taeyou,김태유,ABLUE,South Korea,male_idols/You_KimTaeyou.png
On,Kim Dongwoo,김동우,ABLUE,South Korea,male_idols/On_KimDongwoo.png
Sukjun,Lee Sukjun,이석준,ABLUE,South Korea,male_idols/Sukjun_LeeSukjun.jpeg
Doryun,Kim Doryun,킴도륜,AIMERS,South Korea,male_idols/Doryun_KimDoryun.jpeg
Yoel,Kim Yoel,킴요엘,AIMERS,South Korea,male_idols/Yoel_KimYoel.jpeg
Seunghwan,Park Seunghwan,박승환,AIMERS,South Korea,male_idols/Seunghwan_ParkSeunghwan.png
Wooyoung,Hwang Wooyoung,황우영,AIMERS,South Korea,male_idols/Wooyoung_HwangWooyoung.png
Junseok,Oh Junseok,오준석,ATBO,South Korea,male_idols/Junseok_OhJunseok.jpeg
Junmin,Ryu Junmin,류준민,ATBO,South Korea,male_idols/Junmin_RyuJunmin.png
Hyunjun,Bae Hyunjun,배현준,ATBO,South Korea,male_idols/Hyunjun_BaeHyunjun.png
Rakwon,Seok Rakwon,석락원,ATBO,South Korea,male_idols/Rakwon_SeokRakwon.jpeg
Seunghwan,Jeong Seunghwan,정승환,ATBO,South Korea,male_idols/Seunghwan_JeongSeunghwan.png
Yeonkyu,Kim Yeonkyu,김연규,ATBO,South Korea,male_idols/Yeonkyu_KimYeonkyu.jpeg
Won Bin,Won Bin,원빈,ATBO,South Korea,male_idols/WonBin_WonBin.png
Ryujei,Chae Hocheol,채호철,JWiiver,South Korea,male_idols/Ryujei_ChaeHocheol.jpeg
Rihan,Choi Yeonsik,최연식,JWiiver,South Korea,male_idols/Rihan_ChoiYeonsik.png
Shita,Chae Gaho,채가호,JWiiver,Macau,male_idols/Shita_ChaeGaho.png
Raots,Ren Yuchen,런위천,JWiiver,China,male_idols/Raots_RenYuchen.jpeg
Roshin,Bae Sijun,배시준,JWiiver,South Korea,male_idols/Roshin_BaeSijun.webp
Gabin,Yoo Seunghyun,유승현,JWiiver,South Korea,male_idols/Gabin_YooSeunghyun.png
Jukang,Lee Hyowon,이효원,JWiiver,South Korea,male_idols/Jukang_LeeHyowon.png
Kyungjun,Woo Kyungjun,우경준,TNX,South Korea,male_idols/Kyungjun_WooKyungjun.jpeg
Taehun,Choi Taehun,최태훈,TNX,South Korea,male_idols/Taehun_ChoiTaehun.jpeg
Hyunsoo,Jang Hyunsoo,장현수,TNX,South Korea,male_idols/Hyunsoo_JangHyunsoo.jpeg
Hwi,Eun Hwi,은휘,TNX,South Korea,male_idols/Hwi_EunHwi.jpeg
Sungjun,Oh Sungjun,오성준,TNX,South Korea,male_idols/Sungjun_OhSungjun.jpeg
Junhyeok,Cheon Junhyeok,천준혁,TNX,South Korea,male_idols/Junhyeok_CheonJunhyeok.jpeg
Doha,Park Doha,박도하,XEED,South Korea,male_idols/Doha_ParkDoha.jpeg
Bao,Bae Sungyeob,배성엽,XEED,South Korea,male_idols/Bao_BaeSungyeob.png
Jaemin,Shin Jaemin,신재민,XEED,South Korea,male_idols/Jaemin_ShinJaemin.jpeg
Roni,Jeong Rowoon,정로운,,South Korea,male_idols/Roni_JeongRowoon.png
Minjae,Kim Minjae,김민재,xikers,South Korea,male_idols/Minjae_KimMinjae.jpeg
Junmin,Park Junmin,박준민,xikers,South Korea,male_idols/Junmin_ParkJunmin.jpeg
Sumin,Choi Sumin,최수민,xikers,South Korea,male_idols/Sumin_ChoiSumin.jpeg
Jinsik,Han Jinsik,함진식,xikers,South Korea,male_idols/Jinsik_HanJinsik.jpeg
Hyunwoo,Choi Hyunwoo,최현우,xikers,South Korea,male_idols/Hyunwoo_ChoiHyunwoo.jpeg
Junghoon,Kim Junghoon,김정훈,xikers,South Korea,male_idols/Junghoon_KimJunghoon.webp
Seeun,Park Seeun,박세은,xikers,South Korea,male_idols/Seeun_ParkSeeun.jpeg
Hunter,Papungkorn Lertkiatdamrong,빠팡콘 륵키앗둠롱,xikers,Thailand,male_idols/Hunter_PapungkornLertkiatdamrong.jpeg
Yujun,Jung Yujun,정유준,xikers,South Korea,male_idols/Yujun_JungYujun.jpeg
Yechan,Lee Yechan,이예찬,xikers,South Korea,male_idols/Yechan_LeeYechan.jpeg
Byunghoon,Choi Byunghoon,최병훈,CMDM,South Korea,male_idols/Byunghoon_ChoiByunghoon.webp
Hyunhah,Kim Hyunhah,김현하,CMDM,South Korea,male_idols/Hyunhah_KimHyunhah.webp
Junhyoung,Oh Junhyoung,오준형,CMDM,South Korea,male_idols/Junhyoung_OhJunhyoung.webp
Heeju,Chae Heeju,채희주,CMDM,South Korea,male_idols/Heeju_ChaeHeeju.webp
Nohyul,Lee Nohyul,이노율,CMDM,South Korea,male_idols/Nohyul_LeeNohyul.webp
Seungho,Kim Seungho,김승호,CMDM,South Korea,male_idols/Seungho_KimSeungho.webp
Jiwoong,Kim Jiwoong,김지웅,ZEROBASEONE,South Korea,male_idols/Jiwoong_KimJiwoong.jpeg
Gyuvin,Kim Gyuvin,김규빈,ZEROBASEONE,South Korea,male_idols/Gyuvin_KimGyuvin.jpeg
Taerae,Kim Taerae,김태래,ZEROBASEONE,South Korea,male_idols/Taerae_KimTaerae.jpeg
Gunwook,Park Gunwook,박건욱,ZEROBASEONE,South Korea,male_idols/Gunwook_ParkGunwook.jpeg
Ricky,Shen Quanrui,션취안루이,ZEROBASEONE,China,male_idols/Ricky_ShenQuanrui.jpeg
Matthew,Seok Matthew,석매튜,ZEROBASEONE,Canada,male_idols/Matthew_SeokMatthew.jpeg
Hanbin,Sung Hanbin,성한빈,ZEROBASEONE,South Korea,male_idols/Hanbin_SungHanbin.jpeg
Zhang Hao,Zhang Hao,장하오,ZEROBASEONE,China,male_idols/ZhangHao_ZhangHao.jpeg
Yujin,Han Yujin,한유진,ZEROBASEONE,South Korea,male_idols/Yujin_HanYujin.jpeg
Gunil,Go Gunil,구건일,Xdinary Heroes,South Korea,male_idols/Gunil_GoGunil.jpeg
Jungsu,Kim Jungsu,김정수,Xdinary Heroes,South Korea,male_idols/Jungsu_KimJungsu.jpeg
Gaon,Kwak Jiseok,곽지석,Xdinary Heroes,South Korea,male_idols/Gaon_KwakJiseok.png
O.de,Oh Seungmin,오승민,Xdinary Heroes,South Korea,male_idols/O.de_OhSeungmin.jpeg
Jun Han,Han Hyeongjun,한형준,Xdinary Heroes,South Korea,male_idols/JunHan_HanHyeongjun.jpeg
Jooyeon,Lee Jooyeon,이주연,Xdinary Heroes,South Korea,male_idols/Jooyeon_LeeJooyeon.jpeg
Sungho,Park Sungho,박성호,BOYNEXTDOOR,South Korea,male_idols/Sungho_ParkSungho.jpeg
Riwoo,Lee Sanghyeok,이상혁,BOYNEXTDOOR,South Korea,male_idols/Riwoo_LeeSanghyeok.jpeg
Jaehyun,Myung Jaehyun,명재현,BOYNEXTDOOR,South Korea,male_idols/Jaehyun_MyungJaehyun.jpeg
Taesan,Han Dongmin,한동민,BOYNEXTDOOR,South Korea,male_idols/Taesan_HanDongmin.webp
Leehan,Kim Donghyun,김동현,BOYNEXTDOOR,South Korea,male_idols/Leehan_KimDonghyun.webp
Woonhak,Kim Woonhak,김운학,BOYNEXTDOOR,South Korea,male_idols/Woonhak_KimWoonhak.jpeg
Jaewon,Shin Jaewon,신재원,,South Korea,male_idols/Jaewon_ShinJaewon.jpeg
Heesoo,Kim Heesoo,김희수,The Wind,South Korea,male_idols/Heesoo_KimHeesoo.jpeg
Thanatorn,Thanathorn Rueangsuwan,타나톤 루앙수완,The Wind,South Korea,male_idols/Thanatorn_ThanathornRueangsuwan.jpeg
Hanbin,Choi Hanbin,최한빈,The Wind,South Korea,male_idols/Hanbin_ChoiHanbin.jpeg
Hayuchan,Park Hayuchan,박하유찬,The Wind,South Korea,male_idols/Hayuchan_ParkHayuchan.jpeg
Chanwon,An Chanwon,안찬원,The Wind,South Korea,male_idols/Chanwon_AnChanwon.jpeg
Hyounjoon,Jang Hyounjoon,장현준,The Wind,South Korea,male_idols/Hyounjoon_JangHyounjoon.webp
June,Lee Junyoung,이준영,BXB,South Korea,male_idols/June_LeeJunyoung.png
Jimin,Kim Jimin,김지민,HAWW,South Korea,male_idols/Jimin_KimJimin.png
Jeongeun,Park Jeongeun,박정근,HAWW,South Korea,male_idols/Jeongeun_ParkJeongeun.png
Minyong,Kang Minyong,강민용,HAWW,South Korea,male_idols/Minyong_KangMinyong.png
Chanyoung,Jung Chanyoung,정찬영,HAWW,South Korea,male_idols/Chanyoung_JungChanyoung.png
Louii,Park Seonghoon,박성훈,HAWW,South Korea,male_idols/Louii_ParkSeonghoon.png
Juho,Yang Zuho,양주호,HAWW,South Korea,male_idols/Juho_YangZuho.png
Seobin,Woo Seobin,우서빈,HAWW,South Korea,male_idols/Seobin_WooSeobin.png
Hyunsik,Won Hyunsik,원현식,XODIAC,South Korea,male_idols/Hyunsik_WonHyunsik.jpeg
Zayyan,Muhammad Rifki Fahri Zayyan,무하마드 리프키 파흐리 자얀,XODIAC,Indonesia,male_idols/Zayyan_MuhammadRifkiFahriZayyan.jpeg
Lex,Zo Doohyun,조두현,XODIAC,South Korea,male_idols/Lex_ZoDoohyun.jpeg
Beomsoo,Kim Beomsoo,김범수,XODIAC,South Korea,male_idols/Beomsoo_KimBeomsoo.jpeg
Gyumin,Kim Gyumin,김규민,XODIAC,South Korea,male_idols/Gyumin_KimGyumin.jpeg
Wain,Park Sehoon,박세훈,XODIAC,South Korea,male_idols/Wain_ParkSehoon.jpeg
Sing,Mak Chun Sing,막준씽,XODIAC,Hong Kong,male_idols/Sing_MakChunSing.jpeg
Davin,Kim Davin,김다빈,XODIAC,South Korea,male_idols/Davin_KimDavin.png
Leo,,,XODIAC,Hong Kong,male_idols/Leo_.jpeg
Keon,Kim Keon,김건,WEUS,South Korea,male_idols/Keon_KimKeon.jpeg
Chanwook,Yang Chanwook,양찬욱,WEUS,South Korea,male_idols/Chanwook_YangChanwook.png
Minhyuk,Yoon Minhyuk,윤민혁,WEUS,South Korea,male_idols/Minhyuk_YoonMinhyuk.png
Jeongmin,Woo Jeongmin,우정민,WEUS,South Korea,male_idols/Jeongmin_WooJeongmin.png
Jeongyoon,Woo Jeongyoon,우정윤,WEUS,South Korea,male_idols/Jeongyoon_WooJeongyoon.webp
Boyul,Kwon Boyul,권보율,WEUS,South Korea,male_idols/Boyul_KwonBoyul.png
Hyukjin,Son Hyukjin,손혁진,WEUS,South Korea,male_idols/Hyukjin_SonHyukjin.png
Taehwan,Lee Taehwan,태환,VANNER,South Korea,male_idols/Taehwan_LeeTaehwan.jpeg
Gon,Lee Wonseo,이원서,VANNER,South Korea,male_idols/Gon_LeeWonseo.jpeg
Hyesung,Park Hyeseong,박혜성,VANNER,South Korea,male_idols/Hyesung_ParkHyeseong.png
Ahxian,Park Sungkook,박성국,VANNER,South Korea,male_idols/Ahxian_ParkSungkook.jpeg
Yeonggwang,Ahn Youngjun,안영준,VANNER,South Korea,male_idols/Yeonggwang_AhnYoungjun.jpeg
Shinyu,Shin Junghwan,신정환,TWS,South Korea,male_idols/Shinyu_ShinJunghwan.png
Dohoon,Kim Dohoon,김도훈,TWS,South Korea,male_idols/Dohoon_KimDohoon.webp
Youngjae,Choi Youngjae,최영재,TWS,South Korea,male_idols/Youngjae_ChoiYoungjae.jpeg
Hanjin,Han Zhen,한쩐,TWS,China,male_idols/Hanjin_HanZhen.png
Jihoon,Han Jihoon,한지훈,TWS,South Korea,male_idols/Jihoon_HanJihoon.png
Kyungmin,Lee Kyungmin,이경민,TWS,South Korea,male_idols/Kyungmin_LeeKyungmin.png
Kamden,Kamden Winston Na,캠든 윈스턴 나,AMPERS&ONE,USA,male_idols/Kamden_KamdenWinstonNa.jpeg
Brian,Brian Ho,브라이언 호,AMPERS&ONE,Canada,male_idols/Brian_BrianHo.jpeg
Jiho,Choi Jiho,최지호,AMPERS&ONE,South Korea,male_idols/Jiho_ChoiJiho.jpeg
Siyun,Yoon Siyun,윤시윤,AMPERS&ONE,South Korea,male_idols/Siyun_YoonSiyun.jpeg
Kyrell,Kyrell Choi,카이렐 초이,AMPERS&ONE,USA,male_idols/Kyrell_KyrellChoi.jpeg
Mackiyah,Mackiah Yejun Mercer,마카야 예준 머서,AMPERS&ONE,Australia,male_idols/Mackiyah_MackiahYejunMercer.jpeg
Seungmo,Kim Seungmo,김승모,AMPERS&ONE,South Korea,male_idols/Seungmo_KimSeungmo.jpeg
Hanbin,Park Hanbin,박한빈,EVNNE,South Korea,male_idols/Hanbin_ParkHanbin.png
Jeonghyeon,Lee Jeonghyeon,이정현,EVNNE,South Korea,male_idols/Jeonghyeon_LeeJeonghyeon.jpeg
Seungeon,Yoo Seungeon,유승언,EVNNE,South Korea,male_idols/Seungeon_YooSeungeon.jpeg
Yunseo,Ji Yunseo,지윤서,EVNNE,South Korea,male_idols/Yunseo_JiYunseo.png
Junghyun,Mun Junghyun,문정현,EVNNE,South Korea,male_idols/Junghyun_MunJunghyun.png
Jihoo,Park Jihoo,박지후,EVNNE,South Korea,male_idols/Jihoo_ParkJihoo.png
K-Soul,Liu Zekai,류저카이,FANTASY BOYS,China,male_idols/K-Soul_LiuZekai.jpeg
Minseo,Kang Minseo,강민서,FANTASY BOYS,South Korea,male_idols/Minseo_KangMinseo.png
Hanbin,Lee Hanbin,이한빈,FANTASY BOYS,South Korea,male_idols/Hanbin_LeeHanbin.png
Hikari,Etani Hikari,에타니 히카리,FANTASY BOYS,Japan,male_idols/Hikari_EtaniHikari.jpeg
Ling Qi,Ling Qi,링치,FANTASY BOYS,China,male_idols/LingQi_LingQi.png
Hikaru,Urabe Hikaru,우라베 히카루,FANTASY BOYS,Japan,male_idols/Hikaru_UrabeHikaru.png
Wooseok,Kim Wooseok,김우석,FANTASY BOYS,South Korea,male_idols/Wooseok_KimWooseok.png
Sungmin,Hong Sungmin,홍성민,FANTASY BOYS,South Korea,male_idols/Sungmin_HongSungmin.jpeg
Hyeontae,Oh Hyeontae,오현태,FANTASY BOYS,South Korea,male_idols/Hyeontae_OhHyeontae.png
Gyurae,Kim Gyurae,김규래,FANTASY BOYS,South Korea,male_idols/Gyurae_KimGyurae.png
Kaedan,Kaedan Keonwoo Nam,케이단 건우 남,FANTASY BOYS,South Korea,male_idols/Kaedan_KaedanKeonwooNam.png
Jinsu,Park Jinsu,박진수,LUN8,South Korea,male_idols/Jinsu_ParkJinsu.jpeg
Chael,Lim Junyeop,임준엽,LUN8,South Korea,male_idols/Chael_LimJunyeop.jpeg
Takuma,Sato Takuma,사토 타쿠마,LUN8,South Korea,male_idols/Takuma_SatoTakuma.jpeg
Junwoo,Sim Junwoo,심준우,LUN8,South Korea,male_idols/Junwoo_SimJunwoo.jpeg
Dohyun,Park Dohyun,박도현,LUN8,South Korea,male_idols/Dohyun_ParkDohyun.jpeg
Ian,Ro Sungchul,노성철,LUN8,South Korea,male_idols/Ian_RoSungchul.jpeg
Ji Eunho,Lee Sangmin,이상민,LUN8,South Korea,male_idols/JiEunho_LeeSangmin.jpeg
Eunseop,Kim Eunseop,김은섭,LUN8,South Korea,male_idols/Eunseop_KimEunseop.jpeg
Eunseok,Song Eunseok,송은석,RIIZE,South Korea,male_idols/Eunseok_SongEunseok.jpeg
Wonbin,Park Wonbin,박원빈,RIIZE,South Korea,male_idols/Wonbin_ParkWonbin.jpeg
Seunghan,Hong Seunghan,홍승한,RIIZE,South Korea,male_idols/Seunghan_HongSeunghan.png
Sohee,Lee Sohee,이소희,RIIZE,South Korea,male_idols/Sohee_LeeSohee.png
Anton,Anton Chanyoung Lee,앤톤 찬영 리,RIIZE,USA,male_idols/Anton_AntonChanyoungLee.jpeg
Seita,,,DXMON,Japan,male_idols/Seita_.png
Minjae,Baek Minjae,백민재,DXMON,South Korea,male_idols/Minjae_BaekMinjae.png
Hee,Shin Youngseo,신용서,DXMON,South Korea,male_idols/Hee_ShinYoungseo.webp
TK,Kim Taegeuk,김태극,DXMON,South Korea,male_idols/TK_KimTaegeuk.png
Rex,Kim Minjun,김민준,DXMON,South Korea,male_idols/Rex_KimMinjun.png
Jo,,,DXMON,South Korea,male_idols/Jo_.webp
Jongwoo,Yoon Jongwoo,윤종우,ONE PACT,South Korea,male_idols/Jongwoo_YoonJongwoo.jpeg
Jay Chang,Jay Steven Kapossy,제이 스티븐 커포시,ONE PACT,USA,male_idols/JayChang_JayStevenKapossy.jpeg
Yedam,Lee Yedam,이예담,ONE PACT,South Korea,male_idols/Yedam_LeeYedam.png
Yorch,Yongsin Wongpanitnont,용신 웡파닛논,POW,Thailand,male_idols/Yorch_YongsinWongpanitnont.png
Hyunbin,Koo Hyunbin,구현빈,POW,South Korea,male_idols/Hyunbin_KooHyunbin.png
Jungbin,Lim Jungbin,임정빈,POW,South Korea,male_idols/Jungbin_LimJungbin.png
Dongyeon,Justin Lajo,저스틴 라조,POW,Philippines,male_idols/Dongyeon_JustinLajo.png
Hong,Kim Hong,김홍,POW,South Korea,male_idols/Hong_KimHong.png
Haseung,Lee Taewoo,이태우,WHIB,South Korea,male_idols/Haseung_LeeTaewoo.png
Jinbeom,Park Jinbeom,박진범,WHIB,South Korea,male_idols/Jinbeom_ParkJinbeom.jpeg
Jayder,Kim Junbmin,김준민,WHIB,South Korea,male_idols/Jayder_KimJunbmin.png
UGeon,Yoo Seungyong,유승용,WHIB,South Korea,male_idols/UGeon_YooSeungyong.png
Leejeong,Jeon Leejeong,정이정,WHIB,South Korea,male_idols/Leejeong_JeonLeejeong.jpeg
Jaeha,Lee Jaehyun,김재현,WHIB,South Korea,male_idols/Jaeha_LeeJaehyun.jpeg
Inhong,Lee Inhong,이인홍,WHIB,South Korea,male_idols/Inhong_LeeInhong.jpeg
Wonjun,Moon Wonjun,문원준,WHIB,South Korea,male_idols/Wonjun_MoonWonjun.webp
