Stage_Name,Full_Name,Korean_Name,Group,Country,File_Name
Heejin,Jeon Heejin,전희진,ARTMS,South Korea,female_idols/Heejin_JeonHeejin.jpeg
Hyunjin,Kim Hyunjin,김현진,Loossemble,South Korea,female_idols/Hyunjin_KimHyunjin.webp
Haseul,Jo Haseul,조하슬,ARTMS,South Korea,female_idols/Haseul_JoHaseul.jpeg
Yeojin,Im Yeojin,임여진,Loossemble,South Korea,female_idols/Yeojin_ImYeojin.png
Handong,Han Dong,한동,Dreamcatcher,China,female_idols/Handong_HanDong.png
Gahyeon,Lee Gahyeon,이가현,Dreamcatcher,South Korea,female_idols/Gahyeon_LeeGahyeon.jpeg
Nayoung,Im Nayoung,임나영,Pristin,South Korea,female_idols/Nayoung_ImNayoung.png
Roa,Kim Minkyung,김민경,Hinapia,South Korea,female_idols/Roa_KimMinkyung.jpeg
Yuha,Kang Kyungwon,강경원,Hinapia,South Korea,female_idols/Yuha_KangKyungwon.jpeg
Eunwoo,Jeong Eunwoo,정은우,Hinapia,South Korea,female_idols/Eunwoo_JeongEunwoo.webp
Rena,Kang Yebin,강예빈,Hinapia,South Korea,female_idols/Rena_KangYebin.png
Kyulkyung,Zhou Jieqiong,저우제충,Pristin,China,female_idols/Kyulkyung_ZhouJieqiong.jpeg
Yehana,Kim Yewon,김예원,Pristin,South Korea,female_idols/Yehana_KimYewon.png
Sungyeon,Bae Sungyeon,배성연,Pristin,USA,female_idols/Sungyeon_BaeSungyeon.png
Xiyeon,Park Junghyun,박정현,Pristin,South Korea,female_idols/Xiyeon_ParkJunghyun.png
Kyla,Kyla Massie,카일라 매시,Pristin,USA,female_idols/Kyla_KylaMassie.png
Alice,Song Joohee,송주희,Hello Venus,South Korea,female_idols/Alice_SongJoohee.jpeg
Nara,Kwon Nara,권나라,Hello Venus,South Korea,female_idols/Nara_KwonNara.jpeg
Lime,Kim Hyerim,김혜림,Hello Venus,South Korea,female_idols/Lime_KimHyerim.jpeg
Seoyoung,Lee Seoyoung,이서영,Hello Venus,South Korea,female_idols/Seoyoung_LeeSeoyoung.jpeg
Yooyoung,Lee Yooyoung,이유영,Hello Venus,South Korea,female_idols/Yooyoung_LeeYooyoung.png
Yeoreum,Ahn Chaeyeon,안채연,Hello Venus,South Korea,female_idols/Yeoreum_AhnChaeyeon.jpeg
Eunice,Heo Sooyeon,허수연,DIA,South Korea,female_idols/Eunice_HeoSooyeon.jpeg
Huihyeon,Ki Huihyeon,기희현,DIA,South Korea,female_idols/Huihyeon_KiHuihyeon.jpeg
Jenny,Lee Soyul,이소율,,South Korea,female_idols/Jenny_LeeSoyul.jpeg
Yebin,Baek Yebin,백예빈,DIA,South Korea,female_idols/Yebin_BaekYebin.jpeg
Eunjin,Ahn Eunjin,안은진,,South Korea,female_idols/Eunjin_AhnEunjin.png
Chaeyeon,Jung Chaeyeon,정채연,DIA,South Korea,female_idols/Chaeyeon_JungChaeyeon.jpeg
Eunchae,Kwon Chaewon,권채원,DIA,South Korea,female_idols/Eunchae_KwonChaewon.png
Chungha,Kim Chungha,김청하,,South Korea,female_idols/Chungha_KimChungha.jpeg
Sohye,Kim Sohye,김소혜,,South Korea,female_idols/Sohye_KimSohye.png
Yoojung,Choi Yoojung,최유정,Weki Meki,South Korea,female_idols/Yoojung_ChoiYoojung.jpeg
Doyeon,Kim Doyeon,김도연,Weki Meki,South Korea,female_idols/Doyeon_KimDoyeon.png
Somi,Jeon Somi,전소미,,South Korea,female_idols/Somi_JeonSomi.jpeg
I,Cha Yoonji,차윤지,,South Korea,female_idols/I_ChaYoonji.jpeg
Johyun,Shin Jiwon,신지원,Berry Good,South Korea,female_idols/Johyun_ShinJiwon.jpeg
Serri,Park Miyeon,박미연,Dal Shabet,South Korea,female_idols/Serri_ParkMiyeon.jpeg
Ahyoung,Cho Jayoung,조자영,Dal Shabet,South Korea,female_idols/Ahyoung_ChoJayoung.webp
Woohee,Bae Woohee,배우희,Dal Shabet,South Korea,female_idols/Woohee_BaeWoohee.jpeg
Subin,Park Subin,박수빈,Dal Shabet,South Korea,female_idols/Subin_ParkSubin.jpeg
Jiyul,Yang Jungyoon,양정윤,,South Korea,female_idols/Jiyul_YangJungyoon.jpeg
Gaeun,Cho Kaeun,조가은,,South Korea,female_idols/Gaeun_ChoKaeun.png
Viki,Kang Eunhye,강은혜,,South Korea,female_idols/Viki_KangEunhye.jpeg
Haeri,Lee Haeri,이해리,Davichi,South Korea,female_idols/Haeri_LeeHaeri.jpeg
Minkyung,Kang Minkyung,강민경,Davichi,South Korea,female_idols/Minkyung_KangMinkyung.jpeg
Sulli†,Choi Jinri,최진리,,South Korea,female_idols/Sulli†_ChoiJinri.jpeg
Ashley,Ashley Choi,애슐리 최,Ladies' Code,South Korea,female_idols/Ashley_AshleyChoi.jpeg
Sojung,Lee Sojung,이소정,Ladies' Code,South Korea,female_idols/Sojung_LeeSojung.jpeg
Zuny,Kim Joomi,김주미,Ladies' Code,South Korea,female_idols/Zuny_KimJoomi.jpeg
Yunji,Lee Yunji,이윤지,Playback,South Korea,female_idols/Yunji_LeeYunji.png
Hayoung,Lee Hayoung,이하영,Playback,South Korea,female_idols/Hayoung_LeeHayoung.jpeg
Yujin,Seo Yoojin,소유진,Playback,South Korea,female_idols/Yujin_SeoYoojin.png
Woolim,Hwang Woolim,황우림,Playback,South Korea,female_idols/Woolim_HwangWoolim.png
Red,Lee Heejin,이희진,Pungdeng-E,South Korea,female_idols/Red_LeeHeejin.png
Yellow,Kim Eunbi,김은비,Pungdeng-E,South Korea,female_idols/Yellow_KimEunbi.png
Blue,Jung Gahee,정가희,Pungdeng-E,South Korea,female_idols/Blue_JungGahee.png
Jaekyung,Kim Jaekyung,김재경,Rainbow,South Korea,female_idols/Jaekyung_KimJaekyung.jpeg
Woori,Go Woori,고우리,Rainbow,South Korea,female_idols/Woori_GoWoori.jpeg
Seungah,Oh Seungah,오승아,Rainbow,South Korea,female_idols/Seungah_OhSeungah.jpeg
Noeul,No Eul,노을,Rainbow,South Korea,female_idols/Noeul_NoEul.jpeg
Yoonhye,Jung Yoonhye,정윤혜,Rainbow,South Korea,female_idols/Yoonhye_JungYoonhye.png
Jisook,Kim Jisook,김지숙,Rainbow,South Korea,female_idols/Jisook_KimJisook.jpeg
Hyunyoung,Cho Hyunyoung,조현영,Rainbow,South Korea,female_idols/Hyunyoung_ChoHyunyoung.webp
Vivi,Wong Viian,황가희,Loossemble,Hong Kong,female_idols/Vivi_WongViian.png
Minjae,Shin Minjae,신민재,Tahiti,South Korea,female_idols/Minjae_ShinMinjae.png
Miso,Park Miso,박미소,Tahiti,South Korea,female_idols/Miso_ParkMiso.png
Jerrry,Ahn Sohyun,안소현,Tahiti,South Korea,female_idols/Jerrry_AhnSohyun.jpeg
Jisoo,Shin Jisoo,신지수,Tahiti,South Korea,female_idols/Jisoo_ShinJisoo.jpeg
Ari,Kim Sunyoung,김선영,Tahiti,South Korea,female_idols/Ari_KimSunyoung.png
Sihyun,Park Sihyun,박시현,SPICA,South Korea,female_idols/Sihyun_ParkSihyun.webp
Boa,Kim Boah,김보아,KEEMBO,South Korea,female_idols/Boa_KimBoah.png
Narae,Park Narae,박나래,SPICA,South Korea,female_idols/Narae_ParkNarae.png
Jiwon,Yang Jiwon,양지원,UNI.T,South Korea,female_idols/Jiwon_YangJiwon.jpeg
Bohyung,Kim Bohyung,김보형,KEEMBO,South Korea,female_idols/Bohyung_KimBohyung.png
Gayoung,Kim Gayoung,김가영,Stellar,South Korea,female_idols/Gayoung_KimGayoung.png
Minhee,Joo Minhee,주민희,Stellar,South Korea,female_idols/Minhee_JooMinhee.jpeg
Hyeoeun,Lee Hyoeun,이효은,Stellar,South Korea,female_idols/Hyeoeun_LeeHyoeun.png
Jeonyul,Jeon Yuri,전유리,Stellar,South Korea,female_idols/Jeonyul_JeonYuri.png
Jiyou,Im Changsook,임창숙,Two X,South Korea,female_idols/Jiyou_ImChangsook.jpeg
Eun,Choi Eunmi,최은미,Two X,South Korea,female_idols/Eun_ChoiEunmi.png
Surin,Kim Surin,김수린,Two X,South Korea,female_idols/Surin_KimSurin.webp
Eunyoung,Joo Eunyoung,주은영,Two X,South Korea,female_idols/Eunyoung_JooEunyoung.png
Nari,Kim Nari,김나리,Wassup,South Korea,female_idols/Nari_KimNari.jpeg
Jiae,Kim Jiae,김지애,Wassup,South Korea,female_idols/Jiae_KimJiae.png
Sujin,Bang Sujin,방수진,Wassup,South Korea,female_idols/Sujin_BangSujin.png
Woojoo,Kim Woojoo,김우주,Wassup,South Korea,female_idols/Woojoo_KimWoojoo.png
Jinju,Park Jinju,박진주,,South Korea,female_idols/Jinju_ParkJinju.png
Dain,Song Jieun,송지은,,South Korea,female_idols/Dain_SongJieun.png
Nada,Yoon Yejin,윤예진,,South Korea,female_idols/Nada_YoonYejin.jpeg
Jueun,Lee Jooeun,이주은,DIA,South Korea,female_idols/Jueun_LeeJooeun.jpeg
Somyi,Ahn Somyi,안솜이,DIA,South Korea,female_idols/Somyi_AhnSomyi.jpeg
Daisy,Yoo Jeongahn,유정안,,South Korea,female_idols/Daisy_YooJeongahn.jpeg
Taeha,Kim Taeha,김태하,,South Korea,female_idols/Taeha_KimTaeha.png
Suyeon,Ji Suyeon,지수연,Weki Meki,South Korea,female_idols/Suyeon_JiSuyeon.webp
Elly,Jung Haerim,정해림,Weki Meki,South Korea,female_idols/Elly_JungHaerim.webp
Sei,Lee Seojung,이서정,Weki Meki,South Korea,female_idols/Sei_LeeSeojung.png
Lua,Kim Sookyung,김수경,Weki Meki,South Korea,female_idols/Lua_KimSookyung.png
Rina,Kang Soeun,강소은,Weki Meki,South Korea,female_idols/Rina_KangSoeun.png
Lucy,Noh Hyojung,노효정,Weki Meki,South Korea,female_idols/Lucy_NohHyojung.png
Kim Lip,Kim Jungeun,김정은,ARTMS,South Korea,female_idols/KimLip_KimJungeun.jpeg
JinSoul,Jung Jinsol,정진솔,ARTMS,South Korea,female_idols/JinSoul_JungJinsol.png
Choerry,Choi Yerim,최예림,ARTMS,South Korea,female_idols/Choerry_ChoiYerim.jpeg
Do-A,Choi Yuna,최윤아,ALICE,South Korea,female_idols/Do-A_ChoiYuna.jpeg
Yeonje,Yang Yeonje,양연제,ALICE,South Korea,female_idols/Yeonje_YangYeonje.jpeg
Yukyung,Lee Yukyung,이유경,ALICE,South Korea,female_idols/Yukyung_LeeYukyung.png
Sohee,Kim Sohee,김소희,ALICE,South Korea,female_idols/Sohee_KimSohee.jpeg
Karin,Min Karin,민가린,ALICE,South Korea,female_idols/Karin_MinKarin.png
Rui,Watanabe Rui,와타나베 루이,H.U.B,Japan,female_idols/Rui_WatanabeRui.png
Gracie,Kim Gaeun,김가운,H.U.B,South Korea,female_idols/Gracie_KimGaeun.webp
Yuem,Park Subin,박수빈,H.U.B,South Korea,female_idols/Yuem_ParkSubin.png
Hyosun,Lim Hyosun,임효선,H.U.B,South Korea,female_idols/Hyosun_LimHyosun.png
Keina,Lee Yoona,이유나,H.U.B,South Korea,female_idols/Keina_LeeYoona.webp
Hyunseo,Go Hyunseo,고현서,,South Korea,female_idols/Hyunseo_GoHyunseo.png
Shinyoung,Park Shinyoung,박신영,G-reyish,South Korea,female_idols/Shinyoung_ParkShinyoung.png
Yena,Jeong Yena,정예나,G-reyish,South Korea,female_idols/Yena_JeongYena.png
Yeso,Lee Yeso,이예소,G-reyish,South Korea,female_idols/Yeso_LeeYeso.png
Haeri,Jung Haeri,정해리,P.O.P,South Korea,female_idols/Haeri_JungHaeri.png
Ahyung,Kang Ahyoung,강아형,P.O.P,South Korea,female_idols/Ahyung_KangAhyoung.jpeg
Miso,Park Jihyun,박지현,P.O.P,South Korea,female_idols/Miso_ParkJihyun.png
Seol,Min Jihye,민지혜,P.O.P,South Korea,female_idols/Seol_MinJihye.jpeg
Yeonjoo,Song Yeonjoo,정연주,P.O.P,South Korea,female_idols/Yeonjoo_SongYeonjoo.jpeg
Yeonha,Ahn Yeonji,안연지,P.O.P,South Korea,female_idols/Yeonha_AhnYeonji.png
Heejin,Song Heejin,송희진,Good Day,South Korea,female_idols/Heejin_SongHeejin.webp
I.L,Kim Jiwon,김지원,IRRIS,South Korea,female_idols/I.L_KimJiwon.jpeg
Liv,Kim Chaeyoung,김채영,IRRIS,South Korea,female_idols/Liv_KimChaeyoung.png
Chaesol,Maeng Chaesol,맹채솔,Cignature,South Korea,female_idols/Chaesol_MaengChaesol.png
Yunseul,Hwang Nayoon,황나윤,IRRIS,South Korea,female_idols/Yunseul_HwangNayoon.png
Jeewon,Kim Jiwon,김지원,Cignature,South Korea,female_idols/Jeewon_KimJiwon.jpeg
Yeah,Kim Haeun,김하은,,South Korea,female_idols/Yeah_KimHaeun.jpeg
Sunn,Hwang Jiwon,황지원,,South Korea,female_idols/Sunn_HwangJiwon.png
Bomin,Kim Bomin,김보민,RedSquare,South Korea,female_idols/Bomin_KimBomin.jpeg
Belle,Jin Hyeonjoo,진현주,Cignature,South Korea,female_idols/Belle_JinHyeonjoo.jpeg
Jiyoung,Ahn Jiyoung,안지영,Bolbbalgan4,South Korea,female_idols/Jiyoung_AhnJiyoung.jpeg
Jiyoon,Woo Jiyoon,우지윤,Bolbbalgan4,South Korea,female_idols/Jiyoon_WooJiyoon.jpeg
Dayeon,Hwang Da Kyeon,황연경,XUM,South Korea,female_idols/Dayeon_HwangDaKyeon.png
Hajeong,Lee Hajeong,이하정,,South Korea,female_idols/Hajeong_LeeHajeong.png
Baekah,Kim Sua,김수아,XUM,South Korea,female_idols/Baekah_KimSua.jpeg
Arang,Son Mnjung,손민정,,South Korea,female_idols/Arang_SonMnjung.png
Iaan,Yoo Dongju,유동주,XUM,South Korea,female_idols/Iaan_YooDongju.png
Eunjin,Ma Eunjin,마은진,Playback,South Korea,female_idols/Eunjin_MaEunjin.png
Yves,Ha Sooyoung,하수영,,South Korea,female_idols/Yves_HaSooyoung.png
Haeyeon,Lee Taeyeon,이태연,Gate9,South Korea,female_idols/Haeyeon_LeeTaeyeon.jpeg
Yeori,Kim Soyeon,김소연,Gate9,South Korea,female_idols/Yeori_KimSoyeon.png
Haru,Han Sangsook,한상숙,Gate9,South Korea,female_idols/Haru_HanSangsook.png
Kady,Gu Dokyoung,구도경,Gate9,South Korea,female_idols/Kady_GuDokyoung.png
Gaga,Lee Soobin,이수빈,Gate9,South Korea,female_idols/Gaga_LeeSoobin.jpeg
Juju,Park Juyoung,박주영,Gate9,South Korea,female_idols/Juju_ParkJuyoung.jpeg
Taera,Lee Yujin,이유진,Gate9,South Korea,female_idols/Taera_LeeYujin.png
Yoon,Ji Hayoon,지하윤,Gate9,South Korea,female_idols/Yoon_JiHayoon.jpeg
Vivian,Park Sunghee,박성희,Gate9,South Korea,female_idols/Vivian_ParkSunghee.png
Chuu,Kim Jiwoo,김지우,,South Korea,female_idols/Chuu_KimJiwoo.jpeg
Gowon,Park Chaewon,박채원,Loossemble,South Korea,female_idols/Gowon_ParkChaewon.jpeg
Saerom,Lee Saerom,이새롬,fromis_9,South Korea,female_idols/Saerom_LeeSaerom.jpeg
Hayoung,Song Hayoung,송하영,fromis_9,South Korea,female_idols/Hayoung_SongHayoung.jpeg
Gyuri,Jang Gyuri,장규리,,South Korea,female_idols/Gyuri_JangGyuri.jpeg
Jiwon,Park Jiwon,박지원,fromis_9,South Korea,female_idols/Jiwon_ParkJiwon.png
Jisun,Roh Jisun,노지선,fromis_9,South Korea,female_idols/Jisun_RohJisun.jpeg
Seoyeon,Lee Seoyeon,이서연,fromis_9,South Korea,female_idols/Seoyeon_LeeSeoyeon.png
Chaeyoung,Lee Chaeyoung,이채영,fromis_9,South Korea,female_idols/Chaeyoung_LeeChaeyoung.jpeg
Nakyung,Lee Nakyung,이나경,fromis_9,South Korea,female_idols/Nakyung_LeeNakyung.jpeg
Jiheon,Baek Jiheon,백지헌,fromis_9,South Korea,female_idols/Jiheon_BaekJiheon.jpeg
Xeheun,Lee Seheun,이세흔,Girlkind,South Korea,female_idols/Xeheun_LeeSeheun.jpeg
Medic Jin,Bae Yujin,배유진,Girlkind,South Korea,female_idols/MedicJin_BaeYujin.jpeg
JK,Kim Jikang,김지강,Girlkind,South Korea,female_idols/JK_KimJikang.jpeg
Sun J,Jeon Heesun,전희선,Girlkind,South Korea,female_idols/SunJ_JeonHeesun.png
Ellyn,Bang Sunhee,방선희,Girlkind,South Korea,female_idols/Ellyn_BangSunhee.png
Haena,Lee Haena,이해나,Matilda,South Korea,female_idols/Haena_LeeHaena.png
Dan-a,Park Seungyeon,박승연,Matilda,South Korea,female_idols/Dan-a_ParkSeungyeon.webp
Semmi,Oh Heesun,오희선,Matilda,South Korea,female_idols/Semmi_OhHeesun.jpeg
Saebyeol,Han Saebyeol,한새별,Matilda,South Korea,female_idols/Saebyeol_HanSaebyeol.webp
Yua,Mikami Yua,미카미 유아,Honey Popcorn,Japan,female_idols/Yua_MikamiYua.png
Miko,Matsuda Miko,마츠다 미코,Honey Popcorn,Japan,female_idols/Miko_MatsudaMiko.jpeg
Moko,Sakura Moko,사쿠라 모코,Honey Popcorn,Japan,female_idols/Moko_SakuraMoko.jpeg
Hyeju,Son Hyeju,손혜주,Loossemble,South Korea,female_idols/Hyeju_SonHyeju.png
Kriesha Chu,Kriesha Ziskind Teo Tiu,크리샤 지스킨드 테오 티우,,Philippines,female_idols/KrieshaChu_KrieshaZiskindTeoTiu.jpeg
JOO,Jung Minjoo,정민주,,South Korea,female_idols/JOO_JungMinjoo.png
Miyeon,Jo Miyeon,조미연,(G)I-DLE,South Korea,female_idols/Miyeon_JoMiyeon.jpeg
Minnie,Nicha Yontararak,니차 욘타라락,(G)I-DLE,Thailand,female_idols/Minnie_NichaYontararak.jpeg
Soyeon,Jeon Soyeon,전소연,(G)I-DLE,South Korea,female_idols/Soyeon_JeonSoyeon.jpeg
Soojin,Seo Soojin,서수진,,South Korea,female_idols/Soojin_SeoSoojin.png
Yuqi,Song Yuqi,송우기,(G)I-DLE,China,female_idols/Yuqi_SongYuqi.jpeg
Shuhua,Yeh Shuhua,예슈화,(G)I-DLE,Taiwan,female_idols/Shuhua_YehShuhua.jpeg
NC.A,Im Soeun,임소은,UNI.T,South Korea,female_idols/NC.A_ImSoeun.jpeg
Suji,Lee Suji,이수지,UNI.T,South Korea,female_idols/Suji_LeeSuji.jpeg
Yoonjo,Shin Yoonjo,신윤조,UNI.T,South Korea,female_idols/Yoonjo_ShinYoonjo.jpeg
May,Jeong Chaeyoung,정채영,,South Korea,female_idols/May_JeongChaeyoung.jpeg
Terry,Han Dasom,한다솜,,South Korea,female_idols/Terry_HanDasom.png
Minji,Kim Minji,김민지,Busters,South Korea,female_idols/Minji_KimMinji.jpeg
Minjung,Cha Minjung,차민정,,South Korea,female_idols/Minjung_ChaMinjung.png
Jisoo,Jung Jisoo,정지수,Busters,South Korea,female_idols/Jisoo_JungJisoo.png
Chaeyeon,Kim Chaeyeon,김채연,tripleS,South Korea,female_idols/Chaeyeon_KimChaeyeon.jpeg
Hyungseo,Myeong Hyeongseo,명형서,CLASS:y,South Korea,female_idols/Hyungseo_MyeongHyeongseo.png
Eunjin,Moon Eunjin,문은진,Highteen,South Korea,female_idols/Eunjin_MoonEunjin.png
Hyejoo,Park Hyunjoo,박현주,Highteen,South Korea,female_idols/Hyejoo_ParkHyunjoo.png
Hyebin,Im Hyebin,임혜빈,Highteen,South Korea,female_idols/Hyebin_ImHyebin.png
Sea,Kim Sujeong,김수정,Highteen,South Korea,female_idols/Sea_KimSujeong.png
Miya,Miyauchi Haruka,미야우치 하루카,GWSN,Japan,female_idols/Miya_MiyauchiHaruka.jpeg
Seokyoung,Kim Seokyung,김서경,GWSN,South Korea,female_idols/Seokyoung_KimSeokyung.jpeg
Seoryoung,Lee Seoryung,이서령,GWSN,South Korea,female_idols/Seoryoung_LeeSeoryung.jpeg
Anne,Lee Seoyoung,이서영,GWSN,South Korea,female_idols/Anne_LeeSeoyoung.jpeg
Minju,Kang Minjoo,강민주,GWSN,South Korea,female_idols/Minju_KangMinjoo.png
Soso,Wang Chingyi,왕징이,GWSN,Taiwan,female_idols/Soso_WangChingyi.jpeg
Lena,Kang Rena,강레나,GWSN,South Korea,female_idols/Lena_KangRena.jpeg
Saebom,Kim Saerok,김새록,NATURE,South Korea,female_idols/Saebom_KimSaerok.jpeg
Aurora,Yang Lan,양안,NATURE,China,female_idols/Aurora_YangLan.jpeg
Lu,Im Hayoung,임하영,NATURE,South Korea,female_idols/Lu_ImHayoung.webp
Chaebin,Choi Yoobin,최유빈,NATURE,South Korea,female_idols/Chaebin_ChoiYoobin.png
Gaga,Li Jia Jia,리 지아 지아,,China,female_idols/Gaga_LiJiaJia.jpeg
Haru,Abe Haruno,아베 하루노,NATURE,Japan,female_idols/Haru_AbeHaruno.png
Uchae,Yu Hyejun,유혜준,NATURE,South Korea,female_idols/Uchae_YuHyejun.png
Sunshine,Kim Minjung,김민정,NATURE,South Korea,female_idols/Sunshine_KimMinjung.png
Jisun,Hwang Jisun,황지선,S#aFLA,South Korea,female_idols/Jisun_HwangJisun.png
Suhyeon,Kim Seunghyun,김승현,S#aFLA,South Korea,female_idols/Suhyeon_KimSeunghyun.jpeg
Seulgi,Jeong Seulgi,정슬기,S#aFLA,South Korea,female_idols/Seulgi_JeongSeulgi.jpeg
Yujin,Jeong Yujin,정유진,S#aFLA,South Korea,female_idols/Yujin_JeongYujin.png
Eunbi,Kwon Eunbi,권은비,IZ*ONE,South Korea,female_idols/Eunbi_KwonEunbi.jpeg
Sakura,Miyawaki Sakura,미야와키 사쿠라,LE SSERAFIM,Japan,female_idols/Sakura_MiyawakiSakura.jpeg
Hyewon,Kang Hyewon,강혜원,IZ*ONE,South Korea,female_idols/Hyewon_KangHyewon.jpeg
Yena,Choi Yena,최예나,IZ*ONE,South Korea,female_idols/Yena_ChoiYena.jpeg
Chaeyeon,Lee Chaeyeon,이채연,IZ*ONE,South Korea,female_idols/Chaeyeon_LeeChaeyeon.jpeg
Chaewon,Kim Chaewon,김채원,LE SSERAFIM,South Korea,female_idols/Chaewon_KimChaewon.jpeg
Minjoo,Kim Minjoo,김민주,IZ*ONE,South Korea,female_idols/Minjoo_KimMinjoo.jpeg
Nako,Yabuki Nako,야부키 나코,IZ*ONE,Japan,female_idols/Nako_YabukiNako.png
Hitomi,Honda Hitomi,혼다 히토미,IZ*ONE,Japan,female_idols/Hitomi_HondaHitomi.png
Yuri,Jo Yuri,조유리,IZ*ONE,South Korea,female_idols/Yuri_JoYuri.jpeg
Yujin,Ahn Yujin,안유진,IVE,South Korea,female_idols/Yujin_AhnYujin.jpeg
Wonyoung,Jang Wonyoung,장원영,IVE,South Korea,female_idols/Wonyoung_JangWonyoung.jpeg
Haeyoon,Park Haeyoon,박해윤,Cherry Bullet,South Korea,female_idols/Haeyoon_ParkHaeyoon.jpeg
Yuju,Choi Yuju,최유주,Cherry Bullet,South Korea,female_idols/Yuju_ChoiYuju.jpeg
Ella,Kim Kyungjoo,김경주,,South Korea,female_idols/Ella_KimKyungjoo.jpeg
Bora,Kim Bora,김보라,Cherry Bullet,South Korea,female_idols/Bora_KimBora.jpeg
Jiwon,Heo Jiwon,허지원,Cherry Bullet,South Korea,female_idols/Jiwon_HeoJiwon.jpeg
Kokoro,Kato Kokoro,카토 코코로,,Japan,female_idols/Kokoro_KatoKokoro.jpeg
Remi,Katsuno Rise,카츠노 리세,Cherry Bullet,Japan,female_idols/Remi_KatsunoRise.jpeg
Chaerin,Park Chaerin,박채린,Cherry Bullet,South Korea,female_idols/Chaerin_ParkChaerin.jpeg
May,Hirokawa Mao,히로카와 마오,Cherry Bullet,Japan,female_idols/May_HirokawaMao.png
Lin Lin,Huang Ziting,황자정,,Taiwan,female_idols/LinLin_HuangZiting.png
Yerim,Jeong Yerim,정예림,Purplebeck,South Korea,female_idols/Yerim_JeongYerim.png
Yeowool,Ha Yeowool,하여울,Purplebeck,South Korea,female_idols/Yeowool_HaYeowool.png
Layeon,Lee Jimin,이지민,Purplebeck,South Korea,female_idols/Layeon_LeeJimin.png
Mini,,,Purplebeck,South Korea,female_idols/Mini_.png
Seyeon,Park Seyeon,박세연,Purplebeck,South Korea,female_idols/Seyeon_ParkSeyeon.png
Yeji,Hwang Yeji,황예지,ITZY,South Korea,female_idols/Yeji_HwangYeji.jpg
Lia,Choi Jisu,최지수,ITZY,South Korea,female_idols/Lia_ChoiJisu.jpeg
Ryujin,Shin Ryujin,신류진,ITZY,South Korea,female_idols/Ryujin_ShinRyujin.jpeg
Chaeryeong,Lee Chaeryeong,이채령,ITZY,South Korea,female_idols/Chaeryeong_LeeChaeryeong.jpg
Yuna,Shin Yuna,신유나,ITZY,South Korea,female_idols/Yuna_ShinYuna.png
Youi,Kim Jihyeo,유아이,Dreamnote,South Korea,female_idols/Youi_KimJihyeo.png
Boni,Choi Euijeong,최의정,Dreamnote,South Korea,female_idols/Boni_ChoiEuijeong.jpeg
Lara,Moon Shinae,문신애,Dreamnote,South Korea,female_idols/Lara_MoonShinae.jpeg
Miso,Jeon Jimin,전지민,Dreamnote,South Korea,female_idols/Miso_JeonJimin.webp
Sumin,Park Sumin,박수민,Dreamnote,South Korea,female_idols/Sumin_ParkSumin.jpeg
Eunjo,Park Eunjo,박은조,Dreamnote,South Korea,female_idols/Eunjo_ParkEunjo.png
Habin,Yoo Habin,유하빈,,South Korea,female_idols/Habin_YooHabin.png
Hanbyeol,Ahn Hanbyeol,안한별,,South Korea,female_idols/Hanbyeol_AhnHanbyeol.png
Gaeul,Park Gaeul,박가을,Favorite,South Korea,female_idols/Gaeul_ParkGaeul.png
Saebom,Kim Seyoung,김세영,Favorite,South Korea,female_idols/Saebom_KimSeyoung.png
Seoyeon,Kim Minju,김민주,Favorite,South Korea,female_idols/Seoyeon_KimMinju.png
Sugyeong,Jo Sugyeong,조수경,Favorite,South Korea,female_idols/Sugyeong_JoSugyeong.png
Jeonghee,Go Jeonghee,고정희,Favorite,South Korea,female_idols/Jeonghee_GoJeonghee.png
Ahra,Go Ahra,고아라,Favorite,South Korea,female_idols/Ahra_GoAhra.png
Dohee,Yoon Dohee,윤도희,,South Korea,female_idols/Dohee_YoonDohee.png
E:U,Park Jiwon,박지원,Everglow,South Korea,female_idols/E:U_ParkJiwon.jpeg
Sihyeon,Kim Sihyeon,김시현,Everglow,South Korea,female_idols/Sihyeon_KimSihyeon.jpeg
Mia,Han Eunji,한은지,Everglow,South Korea,female_idols/Mia_HanEunji.jpeg
Onda,Jo Selim,조세림,Everglow,South Korea,female_idols/Onda_JoSelim.png
Aisha,Heo Yoorim,허유림,Everglow,South Korea,female_idols/Aisha_HeoYoorim.png
Yiren,Wang Yiren,왕이런,Everglow,China,female_idols/Yiren_WangYiren.png
Hyunji,Kim Hyunji,김현지,Hashtag,South Korea,female_idols/Hyunji_KimHyunji.png
Sua,Yang Sua,양수아,Hashtag,South Korea,female_idols/Sua_YangSua.png
Dajeong,Kim Dajeong,김다정,Hashtag,South Korea,female_idols/Dajeong_KimDajeong.png
Seungmin,Lee Seungmin,이승민,Hashtag,South Korea,female_idols/Seungmin_LeeSeungmin.png
Subin,Oh Subin,오수빈,Hashtag,South Korea,female_idols/Subin_OhSubin.png
Sojin,Hong Sojin,홍소진,Hashtag,South Korea,female_idols/Sojin_HongSojin.png
Aeji,Kwon Aeji,권애지,Hashtag,South Korea,female_idols/Aeji_KwonAeji.png
Yiyeon,Jung Dasol,정다솔,BVNDIT,South Korea,female_idols/Yiyeon_JungDasol.jpeg
Songhee,Yoon Songhee,윤송희,BVNDIT,South Korea,female_idols/Songhee_YoonSonghee.png
