Stage_Name, Full_Name, Korean_Name, Group, Country
Jeno,Lee Jeno,이제노,NCT,South Korea
Jaemin,Na Jaemin,나재민,NCT,South Korea
Chenle,Zhong Chenle,중천러,NCT,China
Jisung,Park Jisung,박지성,NCT,South Korea
Soohyun,Shin Soohyun,신수현,U-KISS,South Korea
Kiseop,Lee Kiseop,이기섭 ,U-KISS,South Korea
Eli,Ellison Kim,엘리슨 킴,U-KISS,USA
Hoon,Yeo Hoonmin,여훈민,U-KISS,South Korea
Kevin,Christopher Woo,크리스토퍼 우,U-KISS,USA
Jun,Lee Junyoung,이준영,U-KISS,South Korea
Seungho,Yang Seungho,양승호,MBLAQ,South Korea
G.O,Jung Byunghee,정병희,MBLAQ,South Korea
Mir,Bang Cheolyong,방철용,MBLAQ,South Korea
Lee Joon,Lee Changseon,이창선,,South Korea
Thunder,Park Sanghyun,박상현,,South Korea
C.A.P,Bang Minsoo,방민수,Teen Top,South Korea
Chunji,Lee Chanhee,이찬희,Teen Top,South Korea
L.Joe,Lee Byunghun,이병헌,,South Korea
Niel,Ahn Daniel,안다니엘,Teen Top,South Korea
Ricky,Yoo Changhyun,유창현,Teen Top,South Korea
Changjo,Choi Jonghyun,최종현,Teen Top,South Korea
MJ,Kim Myungjun,김명준,ASTRO,South Korea
Jin Jin,Park Jinwoo,박진우,ASTRO,South Korea
Eunwoo,Cha Eunwoo,차은우,ASTRO,South Korea
MoonBin†,Moon Bin,문빈,,South Korea
Rocky,Park Minhyuk,박민혁,,South Korea
Sanha,Yoon Sanha,윤산하,ASTRO,South Korea
Kevin,Kevin Jiyeop Kim,케빈 지엽 킴,ZE:A,South Korea
Kwanghee,Hwang Kwanghee,황광희,ZE:A,South Korea
Siwan,Yim Siwan,임시완,ZE:A,South Korea
Lee Hoo,Moon Junyoung,이후,ZE:A,South Korea
Taeheon,Kim Taeheon,김태헌,ZE:A,South Korea
Heechul,Jung Heechul,정희철,ZE:A,South Korea
Minwoo,Ha Minwoo,하민우,ZE:A,South Korea
Hyungsik,Park Hyungsik,박형식,ZE:A,South Korea
Dongjun,Kim Dongjun,김동준,ZE:A,South Korea
Shownu,Son Hyunwoo,손현우,MONSTA X,South Korea
Wonho,Shin Hoseok,신호석,,South Korea
Minhyuk,Lee Minhyuk,이민혁,MONSTA X,South Korea
Kihyun,Yoo Kihyun,유기현,MONSTA X,South Korea
Hyungwon,Chae Hyungwon,채형원,MONSTA X,South Korea
Jooheon,Lee Jooheon,이주헌,MONSTA X,South Korea
I.M,Lim Changkyun,임창균,MONSTA X,South Korea
Rain,Jung Jihoon,정지훈,,South Korea
PSY,Park Jaesang,박재상,,South Korea
Gunwoo,Lee Gunwoo,이건우,MYNAME,South Korea
Insoo,Kang Insoo,강인수,MYNAME,South Korea
Seyong,Kim Seyong,김세용,MYNAME,South Korea
JunQ,Kang Junkyu,강준규,MYNAME,South Korea
Chaejin,Chae Jinseok,채진석,MYNAME,South Korea
Jinu,Kim Jinwoo,김진우,WINNER,South Korea
Hoony,Lee Seunghoon,이승훈,WINNER,South Korea
Yoon,Kang Seungyoon,강승윤,WINNER,South Korea
Mino,Song Minho,송민호,WINNER,South Korea
Taehyun,Nam Taehyun,남태현,,South Korea
B.I,Kim Hanbin,김한빈,,South Korea
Jay,Kim Jinhwan,김진환,iKON,South Korea
Song,Song Yunhyeong,송윤형,iKON,South Korea
Bobby,Kim Jiwon,김지원,iKON,South Korea
DK,Kim Donghyuk,김동혁,iKON,South Korea
Ju-ne,Koo Junhoe,구준회,iKON,South Korea
Chan,Jung Chanwoo,정찬우,iKON,South Korea
Jae,Park Jaehyung,박제형,DAY6,South Korea
Sungjin,Park Sungjin,박성진,DAY6,South Korea
Young K,Kang Young-hyun,강영현,DAY6,South Korea
Wonpil,Kim Wonpil,김원필,DAY6,South Korea
Dowoon,Yoon Dowoon,윤도운,DAY6,South Korea
Junhyeok,Kim Junhyeok,임준혁,,South Korea
Yonghwa,Jung Yonghwa,정용화,CNBLUE,South Korea
Jonghyun,Lee Jonghyun,이종현,CNBLUE,South Korea
Minhyuk,Kang Minhyuk,강민혁,CNBLUE,South Korea
Jungshin,Lee Jungshin,이정신,CNBLUE,South Korea
Jonghoon,Choi Jonghoon,최종훈,FTISLAND,South Korea
Honggi,Lee Honggi,이홍기,FTISLAND,South Korea
Jaejin,Lee Jaejin,이재진,FTISLAND,South Korea
Seunghyun,Song Seungyun,송승현,FTISLAND,South Korea
Minhwan,Choi Minhwan,최민환,FTISLAND,South Korea
Kwangjin,Kwon Kwangjin,권광진,N.Flying,South Korea
Seunghyub,Lee Seunghyub,이승협,N.Flying,South Korea
Cha Hoon,Cha Hoon,차훈,N.Flying,South Korea
Jaehyun,Kim Jaehyun,김재현,N.Flying,South Korea
Inseong,Kim Inseong,김인성,SF9,South Korea
Youngbin,Kim Youngbin,김영빈,SF9,South Korea
Jaeyoon,Lee Jaeyoon,이재윤,SF9,South Korea
Dawon,Lee Sanghyuk,이상혁,SF9,South Korea
Zuho,Bae Juho,백주호,SF9,South Korea
Rowoon,Kim Seokwoo,김석우,,South Korea
Taeyang,Yoo Taeyang,유태양,SF9,South Korea
Hwiyoung,Kim Youngkyun,김영균,SF9,South Korea
Chani,Kang Chanhee,강찬희,SF9,South Korea
J-Hoon,Lim Junghoon,임정훈,B.I.G,South Korea
Benji,Baek Jaewook,배제욱,B.I.G,USA
Gunmin,Lee Gunmin,이건민,B.I.G,South Korea
Minpyo,Gook Minpyo,국민표,B.I.G,South Korea
Heedo,Yoon Heedo,유희도,B.I.G,South Korea
Minwoo†,Seo Minwoo,서민우,100%,South Korea
Rokhyun,Kim Rokhyun,김록현,FAVE1,South Korea
Jonghwan,Jo Jonghwan,조종환,FAVE1,South Korea
Chanyong,Kim Chanyong,김찬용,FAVE1,South Korea
Hyukjin,Jang Hyukjin,장혁진,FAVE1,South Korea
Sanghoon,Lee Sanghoon,이상훈,,South Korea
Changbum,Woo Changbum,우창범,,South Korea
Cory,Hong Joohyung,홍주현,24K,South Korea
Sungoh,Yoo Sungoh,유성오,,South Korea
Kisu,Choi Kisu,최기수,24K,South Korea
Daeil,Kim Daeil,김대일,,South Korea
Jeonguk,Kim Jeonguk,김정욱,24K,South Korea
Hui,Liang Hui,양휘,24K,China
Changsun,Lee Changsun,이창선,24K,South Korea
Jinhong,Kim Jinhong,김진홍,24K,South Korea
Hongseob,Shim Hongseob,심홍섭,24K,South Korea
Onejunn,Jo Wonjun,조원준,Boys Republic,South Korea
Sunwoo,Choi Sunwoo,최선우,Boys Republic,South Korea
Sungjun,Park Sungjun,박성준,Boys Republic,South Korea
Minsu,Park Minsu,김민수,Boys Republic,South Korea
Suwoong,Lee Suwoong,이수웅,Boys Republic,South Korea
JB,Im Jaebum,임재범,GOT7,South Korea
Mark,Mark Yien Tuan,마크 이엔 투안,GOT7,USA
Jackson,Jackson Wang,잭슨 왕,GOT7,Hong Kong
Jinyoung,Park Jinyoung,박진영,GOT7,South Korea
Youngjae,Choi Youngjae,최영재,GOT7,South Korea
BamBam,Kunpimook Bhuwakul,꾼삐묵 부와꾼,GOT7,Thailand
Yugyeom,Kim Yugyeom,김유겸,GOT7,South Korea
Aron,Kwak Youngmin,곽영민,NU'EST,South Korea
JR,Kim Jonghyun,김종현,NU'EST,South Korea
Baekho,Kang Dongho,강동호,NU'EST,South Korea
Minhyun,Hwang Minhyun,황민현,NU'EST,South Korea
Ren,Choi Minki,최민기,NU'EST,South Korea
Junhyuk,Choi Junhyuk,최준혁,HOTSHOT,South Korea
Timoteo,Kim Moongyu,김문규,HOTSHOT,South Korea
Taehyun,Noh Taehyun,노태현,HOTSHOT,South Korea
Sungwoon,Ha Sungwoon,하성운,Wanna One,South Korea
Yoonsan,Yoon Sanghyuk,윤상혁,HOTSHOT,South Korea
Hojung,Go Hojung,고호정,HOTSHOT,South Korea
Jisung,Yoon Jisung,윤지성,Wanna One,South Korea
Seongwu,Ong Seunwu,옹성우,Wanna One,South Korea
Jaehwan,Kim Jaehwan,김재환,Wanna One,South Korea
Daniel,Kang Daniel,강다니엘,Wanna One,South Korea
Jihoon,Park Jihoon,박지훈,Wanna One,South Korea
Woojin,Park Woojin,박우진,AB6IX,South Korea
Jinyoung,Bae Jinyoung,배진영,CIX,South Korea
Daehwi,Lee Daehwi,이대휘,AB6IX,South Korea
Lai Kuanlin,Lai Kuanlin,라이관린,Wanna One,Taiwan
Hyojin,Kim Hyojin,김효진,ONF,South Korea
E-tion,Lee Changyoon,이창윤,ONF,South Korea
J-Us,Lee Seungjoon,이승준,ONF,South Korea
Wyatt,Shim Jaeyoung,심재영,ONF,South Korea
MK,Park Minkyun,박민균,ONF,South Korea
U,Mizuguchi Yuto,미즈구치 유토,ONF,Japan
Laun,Kim Minseok,김민석,,South Korea
Donghun,Lee Donghun,이동훈,A.C.E,South Korea
Wow,Kim Seyoon,김세윤,A.C.E,South Korea
Jun,Park Junhee,박준희,A.C.E,South Korea
Byeongkwan,Kim Byeongkwan,김병관,A.C.E,South Korea
Chan,Kang Yoochan,강유찬,A.C.E,South Korea
Hweseung,Yoo Hweseung,유회승,N.Flying,South Korea
Daeyeol,Lee Daeyeol,이대열,Golden Child,South Korea
Y,Choi Sungyoon,최성윤,Golden Child,South Korea
Jaeseok,Park Jaeseok,박재석,,South Korea
Jangjun,Lee Jangjun,이장준,Golden Child,South Korea
TAG,Son Youngtaek,손영택,Golden Child,South Korea
Seungmin,Bae Seungmin,배승민,Golden Child,South Korea
Jaehyun,Bong Jaehyun,봉재현,Golden Child,South Korea
Jibeom,Kim Jibeom,김지범,Golden Child,South Korea
Donghyun,Kim Donghyun,김동현,Golden Child,South Korea
Joochan,Hong Joochan,홍주찬,Golden Child,South Korea
Bomin,Choi Bomin,최보민,Golden Child,South Korea
Jinhoo,Kim Jinwook,김진욱,,South Korea
Kuhn,Noh Sooil,노수일,UP10TION,South Korea
Kongyeol,Go Minsoo,고민수,UP10TION,South Korea
Wei,Lee Jinhyuk,이진혁,,South Korea
Bitto,Lee Changhyun,이창현,UP10TION,South Korea
Wooshin,Kim Wooseok,김우석,,South Korea
Sunyoul,Seon Yein,선예인,UP10TION,South Korea
Gyujin,Han Gyujin,한규진,UP10TION,South Korea
Hwanhee,Lee Hwanhee,이환희,UP10TION,South Korea
Xiao,Lee Dongyeol,이동열,UP10TION,South Korea
Kid,Kim Junhoe,김준회,VARSITY,South Korea
Bullet,Jin Junwoo,진준우,VARSITY,South Korea
Damon,Hu Boohan,후보한,VARSITY,China
Xiweol,Kang Minseok,강민석,VARSITY,South Korea
Xin,Wang Xinwi,왕씬위,VARSITY,China
Jaebin,Deung Bin,등빈,VARSITY,China
Dann,Jung Seungbo,정승보,Kingdom,South Korea
Riho,Jin Seungwook,진승욱,VARSITY,South Korea
Anthony,Anthony Lo,엔써니 루오,VARSITY,China
Arthur,Jang Yunho,장윤호,Kingdom,South Korea
Dawon,Cho Dawon,조다원,VARSITY,South Korea
Manny,Syo Dongchun,쇼동청,VARSITY,China
Hamin,Kim Kangmin,김강민,BXB,South Korea
Hohyeon,Lee Hohyeon,이호현,TRCNG,South Korea
Siwoo,Yoo Siwoo,유시우,BXB,South Korea
Hyunwoo,Kim Hyunwoo,김현우,BXB,South Korea
Jisung,Kim Jisung,김지성,TRCNG,South Korea
Wooyeop,Jo Wooyeop,조우엽,TRCNG,South Korea
Hakmin,Lee Hakmin,이학민,TRCNG,South Korea
Taeseon,Yang Taeseon,양태선,TRCNG,South Korea
Hayoung,Choi Hayoung,최하영,TRCNG,South Korea
Jihun,Kim Jihun,김지훈,BXB,South Korea
Hojoon,Jeon Hojoon,전호준,Topp Dogg,South Korea
Sangdo,Yoo Sangdo,유상도,Topp Dogg,South Korea
B-Joo,Kim Byungjoo,김병주,Topp Dogg,South Korea
Xero,Shin Jiho,신지호,Topp Dogg,South Korea
Kim Sanggyun,Kim Sanggyun,김상균,JBJ95,South Korea
Yano,Seo Sangwon,서상원,Topp Dogg,South Korea
Kidoh,Jin Hyosang,진효상,,South Korea
Seogoong,Park Hyunho,박현호,,South Korea
Gohn,Kim Dongsung,김동성,,South Korea
Jenissi,Kim Taeyang,김태양,,South Korea
P-Goon,Park Sehyuk,박세혁,,South Korea
Nakta,Shin Yooncheol,신윤철,,South Korea
Hansol,Kim Hansol,김한솔,,South Korea
Kenta,Takada Kenta,타카다 켄타,JBJ,Japan
Longguo,Jin Longguo,진룽궈,JBJ,China
Hyunbin,Kwon Hyunbin,권현빈,JBJ,South Korea
Donghan,Kim Donghan,김동한,WEi,South Korea
Seonglee,Kim Seonglee,김성리,,South Korea
Wontak,Ju Wontak,주원탁,,South Korea
Kiwon,Lee Kiwon,이기원,GIDONGDAE,South Korea
Daehyeon,Jang Daehyeon,장대현,WEi,South Korea
Eunki,Hong Eunki,홍은기,,South Korea
Hyunmin,Byun Hyunmin,변현민,,South Korea
Sunghyuk,Seo Sunghyuk,서성혁,,South Korea
Youngmin,Lim Youngmin,임영민,,South Korea
Donghyun,Kim Donghyun,김동현,AB6IX,South Korea
Suhyun,Choi Hyunggeun,최형근 ,SNUPER,South Korea
Sangil,Shim Sangil,심상일,SNUPER,South Korea
Taewoong,Yoo Taewoong,유태웅,SNUPER,South Korea
Woosung,Choi Sunghyuk,최성혁,SNUPER,South Korea
Sangho,Jo Sangho,조상호,SNUPER,South Korea
Sebin,Jang Sebin,장세빈,SNUPER,South Korea
Seokcheol,Lee Seokchul,이석철,TheEastLight,South Korea
Eunsung,Lee Eunsung,이은성 ,TheEastLight,South Korea
Seunghyun,Lee Seunghyun,이승현,TheEastLight,South Korea
Junwook,Kim Junwook,김준욱,TheEastLight,South Korea
Sakang,Jeon Sakang,정사강,TheEastLight,South Korea
Woojin,Lee Woojin,이우진,TheEastLight,South Korea
Bin,Kwon Soobin,김수빈,Hot Blood Youth,South Korea
Marco,Lee Hyunggeun,이형근,Hot Blood Youth,South Korea
Taro,Choi Wonjin,최원진,Hot Blood Youth,South Korea
Kyuhyuk,Shim Kyuhyuk,심규혁,Hot Blood Youth,South Korea
Jisan,Choi Jinsang,최지상,Hot Blood Youth,South Korea
Taeeun,Moon Taeeun,문태은,IM,South Korea
Giseok,Jun Giseok,정기석,IM,South Korea
Hangyul,Lee Hangyul,이한결,BAE173,South Korea
Gijung,Kim Gijung,김기중,IM,South Korea
Kun,Qian Kun,첸쿤,NCT,China
Jungwoo,Kim Jungwoo,김정우,NCT,South Korea
Lucas,Wong Junghei,웡육헤이,,Hong Kong
Sangyeon,Lee Sangyeon,이상연,The Boyz,South Korea
Jacob,Bae Joonyoung,배준영,The Boyz,South Korea
Younghoon,Kim Younghoon,김영훈,The Boyz,South Korea
Hyunjae,Lee Jaehyun,이재현,The Boyz,South Korea
Juyeon,Lee Juyeon,이주연,The Boyz,South Korea
Kevin,Moon Hyungseo,문형서,The Boyz,Canada
New,Choi Chanhee,최찬희,The Boyz,South Korea
Q,Ji Changmin,지창민,The Boyz,South Korea
Juhaknyeon,Ju Haknyeon,주학년,The Boyz,South Korea
Hwall,Heo Hyunjoon,허현준,,South Korea
Sunwoo,Kim Sunwoo,김선우,The Boyz,South Korea
Eric,Son Youngjae,손영재,The Boyz,South Korea
Bang Chan,Bang Chan,방찬,Stray Kids,Australia
Woojin,Kim Woojin,김우진,,South Korea
Lee Know,Lee Minho,이민호,Stray Kids,South Korea
Changbin,Seo Changbin,서창빈,Stray Kids,South Korea
Hyunjin,Hwang Hyunjin,황현진,Stray Kids,South Korea
Han,Han Jisung,한지성,Stray Kids,South Korea
Felix,Lee Youngbok,이용복,Stray Kids,South Korea
Seungmin,Kim Seungmin,김승민,Stray Kids,South Korea
I.N,Yang Jeongin,양정인,Stray Kids,South Korea
Samuel,Kim Samuel,김사무엘,,South Korea
Seunghwan,Lee Seunghwan,이승환,Romeo,South Korea
Yunsung,Hwang Yunsung,황윤성,Romeo,South Korea
Milo,Kim Minhak,김민학,Romeo,South Korea
Minsung,Kim Minhwi,김민휘,Romeo,South Korea
Kyle,Ma Jaekyung,마재경,Romeo,South Korea
Hyunkyung,Kim Hyunjong,김현종,Romeo,South Korea
Kangmin,Noh Kangmin,노강민,Romeo,South Korea
Yonghoon,Jin Yonghoon,진용훈,Onewe,South Korea
Harin,Ju Harin,주하린,Onewe,South Korea
Kanghyun,Kang Hyungu,강현구,Onewe,South Korea
Dongmyeong,Son Dongmyeong,곤동명,Onewe,South Korea
Cya,Lee Giwook,이기욱,Onewe,South Korea
Ravn,Kim Yoongjo,김영조,Oneus,South Korea
Seoho,Lee Seoho,이서호,Oneus,South Korea
Leedo,Kim Geonhak,김건학,Oneus,South Korea
Keonhee,Lee Keonhee,김건희,Oneus,South Korea
Hwanwoong,Yeo Hwanwoong,여환웅,Oneus,South Korea
Xion,Son Dongju,손동주,Oneus,South Korea
Hyunwook,Ji Hyunwook,지현욱,D-CRUNCH,South Korea
Hyunho,Lee Hyunho,이현호,D-CRUNCH,South Korea
O.V,Kim Sanchan,김상찬,D-CRUNCH,South Korea
Hyunoh,Park Hyunoh,백현우,D-CRUNCH,South Korea
Hyunwoo,Baek Hyunwoo,박현오,D-CRUNCH,South Korea
Minhyuk,Kim Minhyuk,김민혁,D-CRUNCH,South Korea
Chanyoung,Kim Chanyoung,김찬영,D-CRUNCH,South Korea
Jeongseung,Park Jeongseung,박정승,D-CRUNCH,South Korea
Dylan,Park Yeonjae,박연재,D-CRUNCH,South Korea
Dongheon,Lee Dongheon,이동헌,Verivery,South Korea
Hoyoung,Bae Hoyoung,배호영,Verivery,South Korea
Minchan,Hong Minchan,홍민찬,Verivery,South Korea
Gyehyeon,Jo Gyehyeon,조계현,Verivery,South Korea
Yeonho,Ju Yeonho,주연호,Verivery,South Korea
Yongseung,Kim Yongseung,김용승,Verivery,South Korea
Kangmin,Yoo Kangmin,유강민,Verivery,South Korea
U-Know Yunho,Jung Yunho,정윤호,TVXQ,South Korea
Max Changmin,Shim Changmin,심창민,TVXQ,South Korea
Jaejoong,Kim Jaejoong,김재중,JYJ,South Korea
Yoochun,Park Yoochun,박유천,JYJ,South Korea
Xia Junsu,Kim Junsu,김준수,JYJ,South Korea
Euijin,Lee Euijin,이의진,Bigflo,South Korea
Sungmin,Oh Sungmin,오성민,Bigflo,South Korea
Lex,Jeon Hyungmin,전형민,Bigflo,South Korea
St. Van,Lee Geumhyuk,이금혁,VAV,South Korea
Baron,Choi Chunghyeop,최충협,,South Korea
Ace,Jang Wooyoung,장우영,VAV,South Korea
Ayno,Noh Yoonho,노윤호,VAV,South Korea
Jacob,Zhang Peng,장펑,VAV,China
Lou,Kim Hosung,김호성,VAV,South Korea
Ziu,Park Heejun,박희준,VAV,South Korea
Hongjoong,Kim Hongjoong,김홍중,ATEEZ,South Korea
Seonghwa,Park Seonghwa,박성화,ATEEZ,South Korea
Yunho,Jeong Yunho,정윤호,ATEEZ,South Korea
Yeosang,Kang Yeosang,강여상,ATEEZ,South Korea
San,Choi San,최산,ATEEZ,South Korea
Mingi,Son Mingi,송민기,ATEEZ,South Korea
Wooyoung,Jung Wooyoung,정우영,ATEEZ,South Korea
Jongho,Choi Jongho,최종호,ATEEZ,South Korea
Narachan,Jung Hyunwoo,정현우,MONT,South Korea
Bitsaeon,Kim Sangyeon,김상연,MONT,South Korea
Roda,Shin Joongmin,신중민,MONT,South Korea
Soobin,Choi Soobin,최수빈,TXT,South Korea
Yeonjun,Choi Yeonjun,최연준,TXT,South Korea
Beomgyu,Choi Beomgyu,최범규,TXT,South Korea
Taehyun,Kang Taehyun,강태현,TXT,South Korea
Hueningkai,Kai Kamal Huening,카이 카말 휴닝,TXT,USA
Yongha,Yoo Yongha,유용하,WEi,South Korea
Louis,Kim Taewoo,김태우,"BLANK2Y
",South Korea
Seunghwan,Lee Seunghwan,이승환,1the9,South Korea
Yechan,Shin Yechan,신예찬,OMEGA X,South Korea
Junseo,Kim Junseo,김준서,WEi,South Korea
DY,Jeon Doyum,전도염,JUST B,South Korea
Jinsung,Jung Jinsung,정진성,1the9,South Korea
Taekhyeon,Jung Taekhyeon,정택현,1the9,South Korea
Won,Park Sungwon,박성원,Ciipher,South Korea
Rubin,Lee Haejoon,이해준,1TEAM,South Korea
BC,Jin Sungho,진성호,1TEAM,South Korea
XEN,Lee Jinwoo,이진우,OMEGA X,South Korea
Jehyun,Moon Jehyun,문제현,OMEGA X,South Korea
Junghoon,Lee Junghoon,이정훈,1TEAM,South Korea
Seungwoo,Han Seungwoo,한승우,VICTON,South Korea
Seungsik,Kang Seungsik,강승식,VICTON,South Korea
Heo Chan,Heo Chan,허찬,,South Korea
Sejun,Lim Sejun,임세준,VICTON,South Korea
Hanse,Do Hanse,도한세,VICTON,South Korea
Byungchan,Choi Byungchan,최병찬,VICTON,South Korea
Subin,Jung Subin,정수빈,VICTON,South Korea
E.sol,Jeon Jaehyuk,전재혁,14U,South Korea
Luha,Lee Gyeonghun,이경훈,14U,South Korea
Gohyeon,Go Hyeon,고현,14U,South Korea
B.S,Lee Youngsoo,이영수,14U,South Korea
Loudi,Won Jihoon,원지훈,14U,Indonesia
Eunjae,Kwak Eunjae,곽은재,14U,South Korea
Woojoo,Kim Sangyoon,김상윤,14U,South Korea
Dohyuk,Kim Dohyuk,김도혁,14U,South Korea
Hyunwoong,Kim Hyunwoong,김현웅,14U,South Korea
Sejin,Lee Sejin,이세진,14U,South Korea
Youngwoong,Cho Youngwoon,조영웅,14U,South Korea
Rio,Son Gwanghyuk,손광혁,14U,South Korea
Gyeongtae,Kwon Gyeongtae,권경태,14U,South Korea
Gun,Kwak Gun,곽건,14U,South Korea
Seungjun,Ji Seungjun,지승준,Astin,South Korea
Jingyu,Lee Jingyu,이진규,Astin,South Korea
Hongil,Yoon Hongil,윤홍일,Astin,South Korea
Junghun,Jang Junghun,장정훈,Astin,South Korea
Yeram,Yang Yeram,양예람,Astin,South Korea
Mir,Lee Yoonsang,이윤상,Astin,South Korea
Hyeongseok,Chu Hyeongseok,추형석,Astin,South Korea
Hyunsuk,Choi Hyunsuk,최현석,Treasure,South Korea
Jihoon,Park Jihoon,박지훈,Treasure,South Korea
Yoshi,Kanemoto Yoshinori,카네모토 요시노리,Treasure,Japan
Junkyu,Kim Junkyu,김준규,Treasure,South Korea
Yoonbin,Ha Yoonbin,하윤빈,,South Korea
Mashiho,Takata Mashiho,타카타 마시호,Treasure,Japan
Jaehyuk,Yoon Jaehyuk,윤재혁,Treasure,South Korea
Asahi,Hanada Asahi,하나다 아사히,Treasure,Japan
Yedam,Bang Yedam,방예담,Treasure,South Korea
Doyoung,Kim Doyoung,김도영,Treasure,South Korea
Haruto,Watanabe Haruto,와타나베 하루토,Treasure,Japan
Jeongwoo,Park Jeongwoo,박정우,Treasure,South Korea
Hyunjun,Lee Hyunjun,이현준,IZ,South Korea
Jihoo,Lim Soojung,임수정,IZ,South Korea
Woosu,Kim Minseok,김민석,IZ,South Korea
Junyoung,Lee Junyoung,이준영,IZ,South Korea
Minjae,Jo Minjae,조민재,Spectrum,South Korea
Dongkyu,Moon Dongkyu,문동규,Spectrum,South Korea
Jaehan,Kim Jaehan,김재한,OMEGA X,South Korea
Hwarang,Park Jonghan,박종찬,Spectrum,South Korea
Seunghyun,Lee Seunghyun,이승현,AIMERS,South Korea
Eunjun,Choi Eunjun,최은준,AIMERS,South Korea
Laon,Shin Kyuhyun,신규현,ENOi,South Korea
Dojin,Jeon Yongtae,전용태,ENOi,South Korea
Hamin,Jo Hamin,조하민,ENOi,South Korea
Donghyuk,Park Donghyuk,박동혁,BLANK2Y,South Korea
Kevin,Park Jinwoo,박진우,OMEGA X,South Korea
Junghoon,Han Jeonghoon,한정훈,OMEGA X,South Korea
Hyuk,Yang Hyuk,양혁,OMEGA X,South Korea
Ji Hansol,Ji Hansol,지한솔,Newkidd,South Korea
Choi Jiann,Choi Jaewoo,최재우,Newkidd,South Korea
Jinkwon,Kim Jinkwon,김진권,Newkidd,South Korea
Yunmin,Yun Min,윤민,Newkidd,South Korea
Hwi,Jo Mingyu,조민규,Newkidd,South Korea
Woochul,Shin Woochul,신우철,Newkidd,South Korea
Seungchan,Kang Seungchan,강승찬,Newkidd,South Korea
BX,Lee Byounggon,이병곤,CIX,South Korea
Seunghun,Kim Seunghun,김승훈 ,CIX,South Korea
Yonghee,Kim Yonghee,김용희,CIX,South Korea
Hyunsuk,Yoon Hyunsuk,윤현석,CIX,South Korea
Jeon Woong,Jeon Woong,전웅,AB6IX,South Korea
Seoham,Park Seoham,박서함,KNK,South Korea
Dongwon,Lee Dongwon,이동원,KNK,South Korea
Inseong,Jeong Inseong,정인성,KNK,South Korea
Jihun,Kim Jihun,김지훈,KNK,South Korea
Heejun,Oh Heejun,오희준,KNK,South Korea
Jiahn,Yoo Jiahn,유지안,IN2IT,South Korea
Yeontae,Jeong Yeontae,정연태,IN2IT,South Korea
Inho,Hwang Inho,황인호,IN2IT,South Korea
Hyunuk,Han Hyunuk,한현욱,IN2IT,South Korea
Isaac,Voo Isaak,부 아이젝,IN2IT,Malaysia
Inpyo,Lee Inpyo,이인표,IN2IT,South Korea
Sunghyun,Kim Sunghyun,김성현,IN2IT,South Korea
Moonvok,Jang Moonvok,장문복,Limitless,South Korea
Hwichan,Lee Heechan,이휘찬,Limitless,South Korea
A.M,Seong Hyunwoo,성현우,Limitless,South Korea
Heeseok,Yun Heeseok,윤희석 ,Limitless,South Korea
Eson,Kim Jungmin,김정민,We In The Zone,South Korea
Jooan,Im Jimyoung,임지명,We In The Zone,South Korea
Kyeongheon,Yoon Kyeongheon,윤경헌,We In The Zone,South Korea
Min,Lee Mincheon,이민천,We In The Zone,South Korea
Shihyun,Kim Shihyun,김시현,We In The Zone,South Korea
Yixuan,Zhou Yixuan,조이쉔,UNIQ,China
Sungjoo,Kim Sungjoo,김성주,UNIQ,South Korea
Wenhan,Li Wenhan,리원한,UNIQ,China
Seungyoon,Cho Seungyoon,조승연,UNIQ,South Korea
Yibo,Wang Yibo,왕이보,UNIQ,China
Yohan,Kim Yohan,김요한,WEi,South Korea
Junho,Cha Junho,차준호,DRIPPIN,South Korea
Dongpyo,Son Dongpyo,손동표,Mirae,South Korea
Minhee,Kang Minhee,강민희,CRAVITY,South Korea
Eunsang,Lee Eunsang,이은상,YOUNITE,South Korea
Hyeongjun,Song Hyeongjun,송형준,CRAVITY,South Korea
Dohyon,Nam Dohyon,남도현,BAE173,South Korea
Wondae,Seol Wondae,설원대,Dongkiz,South Korea
Kyungyoon,Lee Kyungyoon,이경윤,Dongkiz,South Korea
Munik,Jang Moonik,장문익,Dongkiz,South Korea
Jaechan,Park Jaechan,박재찬,Dongkiz,South Korea
Jonghyeong,Kim Jonghyeong,김종형,Dongkiz,South Korea
Yonggeun,Jo Yonggeun,조용근 ,D1CE,South Korea
Hyunsoo,Kim Hyunsoo,김현수,D1CE,South Korea
Yoojun,Jun Yoojun,정유준 ,D1CE,South Korea
Woodam,Park Woodam,박우담,D1CE,South Korea
Jinyoung,Woo Jinyoung,우진영,D1CE,South Korea
Taedong,Kim Taedong,김태동,OMEGA X,South Korea
Yehyeon,Kim Yehyeon,김예현,GIDONGDAE,South Korea
Wonjin,Won Jin,원진,GIDONGDAE,South Korea
Youngho,Noh Youngho,노영호,SIGNAL,South Korea
Gihwan,Kim Gihwan,김기환,SIGNAL,South Korea
Kyuhwan,Lee Kyuhwan,이규환,SIGNAL,South Korea
Bokeun,Kim Bokeun,김복은,SIGNAL,South Korea
Kain,Bang Junho,방준호,ARGON,South Korea
Haneul,Lee Haneul,이하늘,ARGON,South Korea
Roel,Kim Sunho,김선호,ARGON,South Korea
Yeoun,Lee Kyeongbin,이경빈,ARGON,South Korea
Gon,Kim Seongjung,김성중,ARGON,South Korea
